ApplicantID,Year,Program,Branch,Quota,SeatType,KA_Flag,State,District,UrbanRural,Marks10,Marks12,MeritScore,ApplicationDate,Admitted,AdmitSeat
CE02826,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,86.73,84.72,88.46,4/17/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02977,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Mangalore,Urban,94.33,85.19,88.44,3/24/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02983,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Andhra Pradesh,Chennai,Urban,84.18,85.77,88.02,1/16/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02760,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Tumkur,Rural,84.29,86.76,87.97,1/24/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02897,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,92.25,83.33,87.65,2/7/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02802,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,74.98,85.51,87.62,4/15/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02801,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Urban,Urban,94.94,76.29,87.33,6/16/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE03081,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,86.16,81.8,87.19,3/3/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03075,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Urban,Urban,92.91,79.74,87.11,4/4/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02951,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Maharashtra,Chennai,Urban,90.26,83.68,86.97,1/6/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02960,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Shimoga,Rural,76.29,89.38,86.94,4/27/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE03018,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Tumkur,Rural,82.61,90.26,86.86,5/22/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02984,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Kerala,Kochi,Rural,86.54,89.75,86.72,6/13/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03034,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Urban,Urban,94.12,75.83,86.36,6/3/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE03078,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Hubli-Dharwad,Rural,84.32,80.35,86.35,6/16/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02992,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Dharwad,Rural,95.87,80.5,86.28,5/13/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03107,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,75.73,82.78,86.26,5/21/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03136,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,80.39,87.61,86.21,5/2/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03122,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Mangalore,Urban,79.16,90.11,86.05,2/18/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02939,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,84.1,77.61,85.89,3/28/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02971,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,78.2,87.25,85.86,6/16/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02940,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Rural,Rural,78.25,87.52,85.8,4/16/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE03044,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Rural,Rural,82.49,83.97,85.73,3/17/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02976,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,85.66,86.74,85.72,2/20/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02751,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Dharwad,Rural,82.45,79.91,85.7,2/27/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03148,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Shimoga,Rural,75.19,85,85.7,3/21/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE03100,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,79.64,82.13,85.68,4/17/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02898,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,86.35,80.53,85.48,2/26/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03053,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mysuru,Urban,77.14,91.22,85.43,4/17/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02777,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Dharwad,Rural,73.26,92.32,85.39,6/20/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02966,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,82.33,83.27,85.38,5/14/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02794,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,83.34,87.44,85.3,1/11/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02848,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Telangana,Hyderabad,Urban,93.02,74.53,85.11,1/14/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02995,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Hubli-Dharwad,Rural,86.19,84.94,85.04,2/9/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02758,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,88.29,85.58,85.02,5/17/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02809,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,86.97,82.75,84.94,4/4/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02872,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Maharashtra,Chennai,Urban,86.89,79.23,84.91,5/11/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03104,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Shimoga,Rural,86.35,83.95,84.87,5/11/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02765,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Bengaluru Rural,Rural,85.89,79.95,84.85,1/1/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02924,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,84.76,80.54,84.79,4/22/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03017,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Mysuru,Urban,81.11,79.84,84.78,6/17/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE03109,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,84.75,83.27,84.72,1/6/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02796,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,85.29,87.45,84.63,5/24/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02859,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Belagavi,Rural,98.08,71.16,84.47,5/1/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02840,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Andhra Pradesh,Vijayawada,Rural,94.06,80.44,84.42,2/17/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02747,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mysuru,Urban,82.12,82.03,84.41,1/5/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02858,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Shimoga,Rural,76.07,86.17,84.12,3/1/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02997,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Davanagere,Rural,67.73,81.6,84.1,4/5/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02953,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mysuru,Urban,78.14,84.89,84.04,5/22/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03041,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,78.22,78.78,83.95,4/24/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02917,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Maharashtra,Pune,Urban,88.28,78.47,83.89,4/26/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02843,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Hubli-Dharwad,Rural,86.21,86.71,83.87,6/12/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02930,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Tumkur,Rural,89,83.47,83.83,5/13/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03028,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,87.76,79.71,83.83,4/21/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02901,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,78.47,83.26,83.76,2/6/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03120,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Mysuru,Urban,80.61,82.6,83.76,5/16/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE02937,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Mysuru,Urban,85.84,79.62,83.75,4/21/2019,Yes,Artificial Intelligence and Machine Learning_MGMT_2019
CE03060,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Dharwad,Rural,85.22,86.35,83.68,1/2/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03112,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mangalore,Urban,85.07,81.9,83.68,5/22/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE02994,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Mysuru,Urban,74.12,84.17,83.62,5/2/2019,No,
CE03141,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,76.88,85.11,83.57,2/21/2019,Yes,Artificial Intelligence and Machine Learning_GOVT_2019
CE03106,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Shimoga,Rural,84.04,79.9,83.52,4/4/2019,No,
CE02896,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mangalore,Urban,76.27,85.47,83.48,4/8/2019,No,
CE03006,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Davanagere,Rural,88.59,82.55,83.48,6/16/2019,No,
CE03108,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Davanagere,Rural,80.06,84.14,83.29,4/23/2019,No,
CE02944,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Shimoga,Rural,89.72,79.45,83.24,5/24/2019,No,
CE03086,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,83.13,85.34,83.21,6/28/2019,No,
CE02964,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,89.39,77.34,83.16,4/7/2019,No,
CE02784,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,90.17,77.47,83.14,3/23/2019,No,
CE02746,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,85.03,69.42,83.01,3/27/2019,No,
CE02877,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Tumkur,Rural,86.72,80.71,83.01,5/26/2019,No,
CE03134,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,77.39,82.01,82.97,1/4/2019,No,
CE02789,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,76.14,83.8,82.85,1/25/2019,No,
CE02823,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,74.88,82.66,82.79,6/25/2019,No,
CE03135,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,83.61,82.82,82.74,5/26/2019,No,
CE02839,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Dharwad,Rural,81.04,84.1,82.64,5/16/2019,No,
CE02750,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Kerala,Chennai,Urban,81.86,75.75,82.59,2/5/2019,No,
CE03046,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Shimoga,Rural,78.14,83.04,82.57,4/9/2019,No,
CE02756,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Andhra Pradesh,Kochi,Rural,74.21,82.29,82.43,3/23/2019,No,
CE03093,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mangalore,Urban,83.87,79.76,82.32,2/10/2019,No,
CE02771,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Urban,Urban,85.06,83.51,82.11,1/26/2019,No,
CE03021,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,82.68,76.37,82.1,1/8/2019,No,
CE02879,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Maharashtra,Kochi,Rural,98.58,74.23,81.96,2/14/2019,No,
CE02781,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Kerala,Pune,Urban,71.4,91.53,81.95,2/10/2019,No,
CE03045,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mangalore,Urban,80.47,81.89,81.91,4/15/2019,No,
CE02970,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Dharwad,Rural,77.09,80.79,81.9,4/25/2019,No,
CE03125,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Mysuru,Urban,76.39,84.69,81.76,5/2/2019,No,
CE03088,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Tumkur,Rural,78.49,84.47,81.74,4/5/2019,No,
CE02847,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,81.08,79.34,81.43,1/25/2019,No,
CE03031,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,77.94,86.58,81.41,4/11/2019,No,
CE03113,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Telangana,Vijayawada,Rural,70.49,85.39,81.4,6/22/2019,No,
CE03121,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Tamil Nadu,Hyderabad,Urban,83.43,85.1,81.24,4/10/2019,No,
CE02887,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,81.98,69.62,81.2,5/24/2019,No,
CE02981,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,80.71,82.93,81.2,4/8/2019,No,
CE03114,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,79.62,80.75,81.2,2/10/2019,No,
CE03099,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Tumkur,Rural,88.98,74.78,81.19,1/16/2019,No,
CE02776,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Davanagere,Rural,87.97,76.4,81.09,3/6/2019,No,
CE02972,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,71.27,85.31,81.02,2/23/2019,No,
CE02979,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Shimoga,Rural,84.77,71.88,81.02,2/1/2019,No,
CE03063,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,0,Andhra Pradesh,Pune,Urban,89.04,68.19,80.9,6/19/2019,No,
CE02783,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,85.52,73.85,80.83,2/17/2019,No,
CE02822,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,86.33,76.75,80.8,5/4/2019,No,
CE02987,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Tumkur,Rural,85.13,85.22,80.77,1/4/2019,No,
CE02874,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Dharwad,Rural,75.27,72.54,80.68,4/14/2019,No,
CE02878,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Tumkur,Rural,90.76,81.98,80.65,4/22/2019,No,
CE02806,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Hubli-Dharwad,Rural,83.75,78.62,80.62,1/24/2019,No,
CE03102,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,92.21,73.03,80.62,2/23/2019,No,
CE02993,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,0,Telangana,Hyderabad,Urban,81.63,73.58,80.53,6/12/2019,No,
CE03097,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,74.03,77.32,80.46,6/19/2019,No,
CE02862,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Bengaluru Rural,Rural,79.03,75.81,80.42,4/4/2019,No,
CE02854,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Davanagere,Rural,93.66,79.61,80.41,2/1/2019,No,
CE03013,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Dharwad,Rural,84.65,77.36,80.41,4/15/2019,No,
CE03059,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Tumkur,Rural,89.35,72.93,80.39,5/2/2019,No,
CE03129,2019,B.Tech,Artificial Intelligence and Machine Learning,Government,Merit,1,Karnataka,Belagavi,Rural,85.34,80.9,80.39,3/11/2019,No,
CE02935,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Shimoga,Rural,79.65,77.63,80.33,3/10/2019,No,
CE02978,2019,B.Tech,Artificial Intelligence and Machine Learning,Management,Self-Financed,1,Karnataka,Mangalore,Urban,83.2,88.47,80.31,4/6/2019,No,
